code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,num_assessments_submitted,avg_score,avg_days_late,num_late_submissions,avg_assessment_weight,total_clicks,num_active_days,num_active_weeks,first_active_date,last_active_date,avg_weekly_clicks,engagement_span_days,date_registration,at_risk
FFF,2014B,632258,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,12.0,77.66666666666667,-19.5,5.0,8.333333333333334,4585.0,98.0,33.0,-18.0,229.0,138.93939393939394,247.0,-27.0,0
FFF,2014B,632306,M,East Midlands Region,HE Qualification,80-90%,0-35,0,60,N,12.0,87.08333333333333,-61.5,0.0,8.333333333333334,4120.0,155.0,39.0,-18.0,240.0,105.64102564102564,258.0,-25.0,0
FFF,2014B,632316,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,12.0,77.25,-43.333333333333336,0.0,8.333333333333334,3406.0,125.0,37.0,-18.0,237.0,92.05405405405405,255.0,-28.0,0
FFF,2014B,632339,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,12.0,83.83333333333333,-63.25,0.0,8.333333333333334,4515.0,152.0,33.0,1.0,239.0,136.8181818181818,238.0,-29.0,0
FFF,2014B,632363,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,12.0,65.41666666666667,-3.4166666666666665,2.0,8.333333333333334,2851.0,96.0,33.0,-18.0,229.0,86.39393939393939,247.0,-23.0,1
FFF,2014B,632379,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,12.0,77.25,-37.5,1.0,8.333333333333334,1224.0,44.0,25.0,-18.0,227.0,48.96,245.0,-28.0,0
FFF,2014B,632380,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,12.0,81.91666666666667,-14.166666666666666,2.0,8.333333333333334,1158.0,50.0,26.0,-16.0,226.0,44.53846153846154,242.0,-23.0,0
FFF,2014B,632402,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,12.0,76.66666666666667,-29.333333333333332,2.0,8.333333333333334,1986.0,74.0,27.0,-18.0,208.0,73.55555555555556,226.0,-24.0,0
FFF,2014B,632513,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,12.0,92.83333333333333,-67.16666666666667,0.0,8.333333333333334,3556.0,147.0,37.0,-17.0,232.0,96.10810810810811,249.0,-25.0,0
FFF,2014B,632544,M,North Region,No Formal quals,Unknown,0-35,0,60,N,12.0,75.25,-30.0,2.0,8.333333333333334,2857.0,89.0,31.0,4.0,227.0,92.16129032258064,223.0,-17.0,0
FFF,2014B,632588,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,12.0,87.83333333333333,-52.25,0.0,8.333333333333334,7164.0,202.0,39.0,-10.0,241.0,183.69230769230768,251.0,-25.0,0
FFF,2014B,632620,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,12.0,67.0,-48.75,0.0,8.333333333333334,1569.0,52.0,21.0,-17.0,195.0,74.71428571428571,212.0,-22.0,0
FFF,2014B,632621,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,0.0,,,0.0,,1.0,1.0,1.0,4.0,4.0,1.0,0.0,-22.0,1
FFF,2014B,632623,M,North Region,No Formal quals,Unknown,0-35,0,60,N,12.0,71.66666666666667,-39.5,0.0,8.333333333333334,1781.0,77.0,26.0,-18.0,227.0,68.5,245.0,-22.0,0
FFF,2014B,632634,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,0.0,,,0.0,,0.0,0.0,0.0,,,,,-29.0,1
FFF,2014B,632691,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,12.0,74.66666666666667,-38.75,1.0,8.333333333333334,1573.0,66.0,28.0,-18.0,227.0,56.17857142857143,245.0,-27.0,0
FFF,2014B,632698,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,12.0,77.41666666666667,-31.75,0.0,8.333333333333334,2308.0,89.0,29.0,-16.0,238.0,79.58620689655173,254.0,-17.0,0
FFF,2014B,632705,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,12.0,84.08333333333333,-60.166666666666664,0.0,8.333333333333334,1490.0,51.0,25.0,-5.0,235.0,59.6,240.0,-28.0,0
FFF,2014B,632759,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,2.0,90.0,-0.5,0.0,12.5,857.0,48.0,13.0,-18.0,63.0,65.92307692307692,81.0,-22.0,1
FFF,2014B,632773,M,West Midlands Region,HE Qualification,50-60%,0-35,0,90,N,0.0,,,0.0,,1.0,1.0,1.0,-11.0,-11.0,1.0,0.0,-28.0,1
FFF,2014B,632801,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,1.0,92.0,-1.0,0.0,12.5,227.0,13.0,7.0,4.0,48.0,32.42857142857143,44.0,-27.0,1
FFF,2014B,632840,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,12.0,59.583333333333336,-1.9166666666666667,7.0,8.333333333333334,1304.0,55.0,24.0,-17.0,228.0,54.333333333333336,245.0,-23.0,1
FFF,2014B,632841,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-27.0,1
FFF,2014B,632848,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,12.0,82.08333333333333,-0.9166666666666666,4.0,8.333333333333334,2844.0,59.0,24.0,2.0,227.0,118.5,225.0,-22.0,0
FFF,2014B,632895,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,12.0,81.41666666666667,-63.75,0.0,8.333333333333334,2126.0,79.0,36.0,-18.0,241.0,59.05555555555556,259.0,-24.0,0
FFF,2014B,632923,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,4.0,69.5,-99.5,0.0,6.25,2689.0,71.0,19.0,-17.0,117.0,141.52631578947367,134.0,-22.0,1
FFF,2014B,632927,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,0.0,,,0.0,,429.0,15.0,5.0,-9.0,20.0,85.8,29.0,-17.0,1
FFF,2014B,632929,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,12.0,75.66666666666667,-24.416666666666668,1.0,8.333333333333334,3651.0,95.0,32.0,-13.0,228.0,114.09375,241.0,-28.0,0
FFF,2014B,632947,M,South East Region,Lower Than A Level,10-20,0-35,0,120,N,12.0,77.41666666666667,-31.5,0.0,8.333333333333334,1384.0,53.0,25.0,-15.0,230.0,55.36,245.0,-27.0,0
FFF,2014B,632958,M,North Region,HE Qualification,Unknown,35-55,0,90,N,2.0,65.5,-109.0,0.0,6.25,603.0,40.0,11.0,-11.0,54.0,54.81818181818182,65.0,-23.0,1
FFF,2014B,632991,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,12.0,82.75,-44.333333333333336,0.0,8.333333333333334,3529.0,104.0,37.0,-15.0,233.0,95.37837837837837,248.0,-27.0,0
FFF,2014B,633047,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,12.0,69.91666666666667,-24.5,2.0,8.333333333333334,1591.0,28.0,16.0,3.0,236.0,99.4375,233.0,-17.0,0
FFF,2014B,633077,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,12.0,81.83333333333333,-76.41666666666667,0.0,8.333333333333334,5648.0,154.0,38.0,-18.0,241.0,148.6315789473684,259.0,-27.0,0
FFF,2014B,633100,F,Ireland,Lower Than A Level,Unknown,0-35,0,120,N,2.0,67.0,0.0,0.0,12.5,195.0,13.0,10.0,-14.0,129.0,19.5,143.0,-22.0,1
FFF,2014B,633102,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,0.0,,,0.0,,129.0,2.0,1.0,-18.0,-17.0,129.0,1.0,-26.0,1
FFF,2014B,633157,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,6.0,79.0,-33.833333333333336,0.0,16.666666666666668,1406.0,61.0,23.0,-12.0,171.0,61.130434782608695,183.0,-25.0,1
FFF,2014B,633179,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,12.0,92.58333333333333,-79.0,0.0,8.333333333333334,4434.0,178.0,37.0,-18.0,236.0,119.83783783783784,254.0,-25.0,0
FFF,2014B,633205,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,11.0,72.45454545454545,-0.2727272727272727,1.0,6.818181818181818,1487.0,43.0,22.0,-18.0,226.0,67.5909090909091,244.0,-25.0,1
FFF,2014B,633207,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,1.0,62.0,0.0,0.0,12.5,641.0,9.0,6.0,7.0,43.0,106.83333333333333,36.0,-25.0,1
FFF,2014B,633219,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,12.0,70.08333333333333,-8.416666666666666,4.0,8.333333333333334,3137.0,82.0,31.0,-16.0,233.0,101.19354838709677,249.0,-22.0,0
FFF,2014B,633221,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,Y,3.0,72.33333333333333,4.666666666666667,1.0,20.833333333333332,2011.0,100.0,31.0,-18.0,203.0,64.87096774193549,221.0,-25.0,1
FFF,2014B,633233,M,West Midlands Region,No Formal quals,30-40%,0-35,0,60,N,0.0,,,0.0,,49.0,1.0,1.0,1.0,1.0,49.0,0.0,-24.0,1
FFF,2014B,633238,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,12.0,64.5,-27.083333333333332,0.0,8.333333333333334,3882.0,142.0,39.0,-18.0,239.0,99.53846153846153,257.0,-22.0,0
FFF,2014B,633243,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,0.0,,,0.0,,224.0,9.0,4.0,-9.0,10.0,56.0,19.0,-24.0,1
FFF,2014B,633292,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,6.0,75.16666666666667,-96.66666666666667,0.0,8.333333333333334,1475.0,64.0,16.0,-2.0,104.0,92.1875,106.0,-22.0,1
FFF,2014B,633297,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,3.0,70.0,-58.333333333333336,0.0,8.333333333333334,595.0,45.0,14.0,-18.0,65.0,42.5,83.0,-22.0,1
FFF,2014B,633303,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,12.0,91.75,-87.41666666666667,0.0,8.333333333333334,3845.0,146.0,38.0,-18.0,240.0,101.1842105263158,258.0,-25.0,0
FFF,2014B,633305,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,0.0,,,0.0,,131.0,5.0,4.0,0.0,74.0,32.75,74.0,-25.0,1
FFF,2014B,633319,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,12.0,83.0,-51.916666666666664,0.0,8.333333333333334,5198.0,146.0,36.0,-10.0,229.0,144.38888888888889,239.0,-25.0,0
FFF,2014B,633328,F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,12.0,83.41666666666667,-59.25,0.0,8.333333333333334,4632.0,164.0,39.0,-16.0,239.0,118.76923076923077,255.0,-22.0,0
FFF,2014B,633388,M,London Region,HE Qualification,20-30%,35-55,0,60,N,12.0,92.41666666666667,-57.75,0.0,8.333333333333334,3499.0,128.0,35.0,-8.0,232.0,99.97142857142858,240.0,-23.0,0
FFF,2014B,633397,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,1.0,80.0,0.0,0.0,12.5,132.0,15.0,8.0,8.0,96.0,16.5,88.0,-24.0,1
FFF,2014B,633401,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,0.0,,,0.0,,125.0,3.0,3.0,0.0,43.0,41.666666666666664,43.0,-23.0,1
FFF,2014B,633403,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,2.0,57.0,3.5,1.0,12.5,392.0,19.0,8.0,-1.0,88.0,49.0,89.0,-22.0,1
FFF,2014B,633411,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,4.0,79.0,-52.75,0.0,12.5,816.0,33.0,16.0,-18.0,95.0,51.0,113.0,-22.0,1
FFF,2014B,633504,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,12.0,85.25,-72.83333333333333,0.0,8.333333333333334,4720.0,176.0,40.0,-18.0,241.0,118.0,259.0,-24.0,0
FFF,2014B,633505,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,12.0,67.08333333333333,-0.5,4.0,8.333333333333334,1296.0,45.0,27.0,-8.0,226.0,48.0,234.0,-25.0,1
FFF,2014B,633558,M,North Region,Post Graduate Qualification,Unknown,0-35,0,60,N,0.0,,,0.0,,34.0,5.0,4.0,-11.0,30.0,8.5,41.0,-25.0,1
FFF,2014B,633625,M,North Region,Lower Than A Level,Unknown,0-35,0,60,N,4.0,43.75,7.5,2.0,18.75,710.0,46.0,21.0,-2.0,184.0,33.80952380952381,186.0,-10.0,1
FFF,2014B,633676,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,Y,2.0,46.0,4.0,2.0,12.5,458.0,37.0,16.0,-12.0,103.0,28.625,115.0,-15.0,1
FFF,2014B,633691,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,11.0,70.0,-25.818181818181817,0.0,6.818181818181818,3109.0,102.0,35.0,-18.0,236.0,88.82857142857142,254.0,-22.0,0
FFF,2014B,633717,M,North Region,A Level or Equivalent,Unknown,35-55,0,60,N,11.0,68.45454545454545,-93.0,0.0,6.818181818181818,4168.0,142.0,32.0,-18.0,241.0,130.25,259.0,-22.0,0
FFF,2014B,633732,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,1.0,66.0,-1.0,0.0,12.5,768.0,26.0,9.0,-18.0,31.0,85.33333333333333,49.0,-24.0,1
FFF,2014B,633739,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-24.0,1
FFF,2014B,633745,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,12.0,75.25,-65.41666666666667,0.0,8.333333333333334,3055.0,95.0,34.0,-17.0,226.0,89.8529411764706,243.0,-23.0,0
FFF,2014B,633756,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,12.0,79.83333333333333,-44.5,1.0,8.333333333333334,2770.0,73.0,34.0,-14.0,229.0,81.47058823529412,243.0,-15.0,0
FFF,2014B,633773,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,12.0,75.66666666666667,-7.0,3.0,8.333333333333334,2291.0,72.0,25.0,2.0,227.0,91.64,225.0,-22.0,0
FFF,2014B,633840,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,4.0,73.75,-47.0,0.0,12.5,1164.0,70.0,23.0,-18.0,153.0,50.608695652173914,171.0,-23.0,1
FFF,2014B,633881,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,Y,2.0,65.5,-105.0,1.0,6.25,511.0,31.0,11.0,-18.0,51.0,46.45454545454545,69.0,-23.0,1
FFF,2014B,633884,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,3.0,54.666666666666664,-73.33333333333333,0.0,8.333333333333334,408.0,14.0,10.0,-16.0,51.0,40.8,67.0,-17.0,1
FFF,2014B,633924,M,London Region,HE Qualification,10-20,35-55,0,60,N,8.0,75.5,-14.5,4.0,12.5,1363.0,53.0,19.0,-4.0,226.0,71.73684210526316,230.0,-24.0,1
FFF,2014B,633983,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,12.0,78.41666666666667,-15.333333333333334,0.0,8.333333333333334,2312.0,81.0,34.0,-14.0,232.0,68.0,246.0,-22.0,0
FFF,2014B,634007,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,0.0,,,0.0,,188.0,15.0,8.0,-18.0,49.0,23.5,67.0,-23.0,1
FFF,2014B,634057,M,South West Region,No Formal quals,30-40%,0-35,0,90,N,4.0,75.5,-52.0,0.0,12.5,963.0,71.0,23.0,-18.0,165.0,41.869565217391305,183.0,-23.0,1
FFF,2014B,634070,F,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,12.0,86.33333333333333,-15.333333333333334,0.0,8.333333333333334,4947.0,184.0,37.0,-7.0,236.0,133.7027027027027,243.0,-22.0,0
FFF,2014B,634099,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,2.0,45.0,-1.5,0.0,12.5,391.0,15.0,7.0,-16.0,51.0,55.857142857142854,67.0,-23.0,1
FFF,2014B,634111,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,12.0,86.41666666666667,-64.33333333333333,0.0,8.333333333333334,6401.0,115.0,34.0,-16.0,226.0,188.26470588235293,242.0,-22.0,0
FFF,2014B,634114,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,6.0,70.66666666666667,-77.0,0.0,8.333333333333334,1408.0,76.0,18.0,-16.0,117.0,78.22222222222223,133.0,-17.0,1
FFF,2014B,634139,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,12.0,82.66666666666667,-7.583333333333333,4.0,8.333333333333334,4345.0,122.0,36.0,2.0,234.0,120.69444444444444,232.0,-23.0,0
FFF,2014B,634155,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,12.0,90.08333333333333,-58.666666666666664,0.0,8.333333333333334,3964.0,130.0,37.0,-9.0,239.0,107.13513513513513,248.0,-23.0,0
FFF,2014B,634165,M,London Region,Lower Than A Level,30-40%,0-35,0,90,N,12.0,79.41666666666667,-17.416666666666668,0.0,8.333333333333334,2220.0,95.0,36.0,-7.0,240.0,61.666666666666664,247.0,-22.0,0
FFF,2014B,634176,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,0.0,,,0.0,,110.0,9.0,4.0,-2.0,18.0,27.5,20.0,-22.0,1
FFF,2014B,634187,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,3.0,87.33333333333333,-70.0,0.0,8.333333333333334,1064.0,32.0,14.0,-16.0,72.0,76.0,88.0,-22.0,1
FFF,2014B,634200,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,10.0,80.3,-71.4,0.0,5.0,2640.0,85.0,33.0,-18.0,225.0,80.0,243.0,-20.0,1
FFF,2014B,634209,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,12.0,86.16666666666667,-37.833333333333336,0.0,8.333333333333334,3856.0,135.0,34.0,-18.0,220.0,113.41176470588235,238.0,-22.0,0
FFF,2014B,634245,M,North Region,Lower Than A Level,Unknown,35-55,0,60,N,3.0,49.333333333333336,12.0,2.0,16.666666666666668,882.0,72.0,18.0,0.0,139.0,49.0,139.0,-15.0,1
FFF,2014B,634252,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1.0,74.0,1.0,1.0,12.5,77.0,7.0,6.0,-18.0,52.0,12.833333333333334,70.0,-23.0,1
FFF,2014B,634254,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,2.0,66.0,0.0,0.0,12.5,1974.0,76.0,16.0,-15.0,80.0,123.375,95.0,-15.0,1
FFF,2014B,634260,M,Wales,Lower Than A Level,40-50%,35-55,0,60,N,12.0,78.33333333333333,-59.833333333333336,1.0,8.333333333333334,5853.0,123.0,36.0,-17.0,227.0,162.58333333333334,244.0,-17.0,0
FFF,2014B,634279,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,2.0,89.0,-222.0,0.0,0.0,363.0,13.0,7.0,-17.0,27.0,51.857142857142854,44.0,-20.0,1
FFF,2014B,634292,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-22.0,1
FFF,2014B,634339,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-22.0,1
FFF,2014B,634343,M,North Region,Lower Than A Level,Unknown,0-35,0,60,N,12.0,83.75,-23.5,1.0,8.333333333333334,2210.0,85.0,32.0,9.0,226.0,69.0625,217.0,6.0,0
FFF,2014B,634349,M,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,2.0,60.0,0.0,0.0,12.5,138.0,11.0,9.0,-17.0,87.0,15.333333333333334,104.0,-22.0,1
FFF,2014B,634426,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,12.0,70.41666666666667,-49.0,0.0,8.333333333333334,2420.0,95.0,33.0,-18.0,236.0,73.33333333333333,254.0,-23.0,0
FFF,2014B,634427,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,12.0,83.25,-79.41666666666667,0.0,8.333333333333334,3740.0,90.0,38.0,-18.0,233.0,98.42105263157895,251.0,-23.0,0
FFF,2014B,634429,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,12.0,75.5,-63.833333333333336,0.0,8.333333333333334,2862.0,79.0,28.0,-18.0,226.0,102.21428571428571,244.0,-23.0,0
FFF,2014B,634430,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,12.0,76.33333333333333,-52.666666666666664,0.0,8.333333333333334,2425.0,86.0,31.0,-15.0,235.0,78.2258064516129,250.0,-23.0,0
FFF,2014B,634431,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,12.0,74.58333333333333,-65.75,0.0,8.333333333333334,1474.0,62.0,34.0,-17.0,226.0,43.35294117647059,243.0,-23.0,0
FFF,2014B,634435,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,12.0,83.91666666666667,-56.25,0.0,8.333333333333334,2204.0,64.0,31.0,-18.0,226.0,71.09677419354838,244.0,-23.0,0
FFF,2014B,634479,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,8.0,86.375,-83.0,0.0,9.375,2748.0,87.0,25.0,-17.0,174.0,109.92,191.0,-22.0,1
FFF,2014B,634480,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,0.0,,,0.0,,406.0,8.0,2.0,-15.0,-8.0,203.0,7.0,-20.0,1
FFF,2014B,634500,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,10.0,74.3,-53.7,4.0,7.5,1549.0,58.0,31.0,-16.0,241.0,49.96774193548387,257.0,-22.0,0
FFF,2014B,634536,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,12.0,85.91666666666667,-22.25,0.0,8.333333333333334,3316.0,189.0,38.0,-17.0,236.0,87.26315789473684,253.0,-22.0,0
FFF,2014B,634539,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,4.0,64.75,1.25,1.0,18.75,567.0,32.0,16.0,3.0,163.0,35.4375,160.0,-22.0,1
FFF,2014B,634616,M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,N,12.0,71.66666666666667,7.166666666666667,4.0,8.333333333333334,1339.0,27.0,15.0,28.0,240.0,89.26666666666667,212.0,-20.0,0
FFF,2014B,634635,F,London Region,HE Qualification,10-20,35-55,0,60,N,4.0,93.0,3.0,3.0,12.5,920.0,38.0,18.0,-2.0,234.0,51.111111111111114,236.0,-15.0,1
FFF,2014B,634636,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,12.0,77.08333333333333,-34.583333333333336,1.0,8.333333333333334,7626.0,201.0,40.0,-17.0,240.0,190.65,257.0,-22.0,0
FFF,2014B,634638,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,0.0,,,0.0,,90.0,1.0,1.0,29.0,29.0,90.0,0.0,-22.0,1
FFF,2014B,634682,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,0.0,,,0.0,,89.0,4.0,4.0,-9.0,23.0,22.25,32.0,-15.0,1
FFF,2014B,634701,M,North Region,Lower Than A Level,Unknown,35-55,0,60,Y,1.0,88.0,4.0,1.0,12.5,349.0,19.0,6.0,-5.0,36.0,58.166666666666664,41.0,-20.0,1
FFF,2014B,634774,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,4.0,70.25,-93.0,0.0,6.25,1353.0,44.0,12.0,-16.0,61.0,112.75,77.0,-22.0,1
FFF,2014B,634784,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,4.0,75.75,-49.0,0.0,12.5,528.0,36.0,15.0,2.0,128.0,35.2,126.0,-22.0,1
FFF,2014B,634796,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,0.0,,,0.0,,88.0,7.0,4.0,-17.0,31.0,22.0,48.0,-22.0,1
FFF,2014B,634820,M,North Region,Lower Than A Level,Unknown,35-55,0,60,N,4.0,22.0,19.0,4.0,18.75,660.0,58.0,21.0,-2.0,180.0,31.428571428571427,182.0,-15.0,1
FFF,2014B,634859,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,4.0,80.0,1.0,1.0,18.75,798.0,42.0,18.0,-16.0,129.0,44.333333333333336,145.0,-22.0,1
FFF,2014B,634918,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,4.0,60.75,-99.0,0.0,6.25,654.0,18.0,11.0,-5.0,61.0,59.45454545454545,66.0,-17.0,1
FFF,2014B,634919,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,12.0,79.83333333333333,-2.75,0.0,8.333333333333334,1244.0,76.0,33.0,-11.0,241.0,37.696969696969695,252.0,-20.0,0
FFF,2014B,634924,M,Scotland,HE Qualification,Unknown,0-35,0,60,N,12.0,94.41666666666667,-65.75,0.0,8.333333333333334,4288.0,177.0,39.0,-16.0,240.0,109.94871794871794,256.0,-22.0,0
FFF,2014B,634946,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,2.0,51.0,-2.5,0.0,12.5,468.0,18.0,7.0,0.0,79.0,66.85714285714286,79.0,-21.0,1
FFF,2014B,634979,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,0.0,,,0.0,,265.0,10.0,2.0,-18.0,-9.0,132.5,9.0,-21.0,1
FFF,2014B,634999,M,North Region,Lower Than A Level,Unknown,35-55,0,60,N,12.0,90.16666666666667,-16.666666666666668,3.0,8.333333333333334,2931.0,108.0,33.0,-9.0,241.0,88.81818181818181,250.0,-21.0,0
FFF,2014B,635034,M,South Region,HE Qualification,90-100%,0-35,0,90,N,12.0,66.83333333333333,-44.666666666666664,0.0,8.333333333333334,3045.0,125.0,37.0,-16.0,239.0,82.29729729729729,255.0,-17.0,0
FFF,2014B,635046,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1.0,78.0,7.0,1.0,12.5,199.0,14.0,6.0,-12.0,27.0,33.166666666666664,39.0,-17.0,1
FFF,2014B,635079,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,1.0,86.0,-1.0,0.0,12.5,264.0,15.0,6.0,-13.0,28.0,44.0,41.0,-15.0,1
FFF,2014B,635124,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,2.0,65.0,3.5,1.0,12.5,248.0,10.0,7.0,-1.0,68.0,35.42857142857143,69.0,-20.0,1
FFF,2014B,1006742,M,Scotland,HE Qualification,80-90%,55<=,1,120,N,2.0,78.5,-95.0,0.0,6.25,2421.0,53.0,13.0,-18.0,102.0,186.23076923076923,120.0,-78.0,1
FFF,2014B,1017773,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,1.0,80.0,6.0,1.0,12.5,145.0,10.0,7.0,-18.0,41.0,20.714285714285715,59.0,-25.0,1
FFF,2014B,1045091,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,60,N,1.0,74.0,-1.0,0.0,12.5,306.0,23.0,11.0,-16.0,58.0,27.818181818181817,74.0,-17.0,1
FFF,2014B,1072259,M,North Western Region,HE Qualification,60-70%,35-55,0,90,N,12.0,71.66666666666667,-70.33333333333333,1.0,8.333333333333334,2107.0,63.0,28.0,13.0,239.0,75.25,226.0,-89.0,0
FFF,2014B,1290731,M,North Western Region,Lower Than A Level,10-20,35-55,0,90,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,,1
