Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,at_risk
Female,18,CS,82.09,63.78,68.09,56.88,17.2,90.98,28.7,Yes,Yes,Bachelor's,Low,4,7.4,1
Male,23,CS,93.74,95.3,67.54,98.93,6.800000000000001,67.21,20.2,No,Yes,Bachelor's,High,9,4.4,0
Female,20,CS,89.24,44.54,84.39,51.25,50.0,93.75,5.9,No,Yes,Master's,High,2,5.7,0
Female,24,Mathematics,55.61,82.91,73.18,76.11,84.2,90.6,25.8,No,Yes,Bachelor's,Medium,8,5.0,0
Female,18,Mathematics,69.05,84.14,87.6,88.69,5.9,83.73,8.8,No,Yes,Bachelor's,High,2,6.5,0
Male,21,Engineering,88.73,99.81,69.91,89.52,54.2,62.93,25.1,Yes,No,High School,High,7,4.8,1
Male,24,Engineering,70.87,86.13,57.54,86.73,65.1,98.52,20.1,Yes,No,PhD,Low,9,6.9,0
Male,20,Engineering,98.62,62.95,73.07,76.47,59.2,77.43,9.4,Yes,No,PhD,High,10,6.3,0
Male,18,Engineering,86.79,73.43,97.55,82.55,87.8,95.38,23.8,Yes,No,PhD,Medium,4,6.0,0
Male,19,Business,50.77,61.99,90.08,85.0,86.6,60.79,16.4,No,No,Bachelor's,High,8,7.2,0
Male,22,Mathematics,94.0,51.76,60.29,74.73,5.699999999999999,99.17,21.0,Yes,No,PhD,Medium,7,6.1,0
Female,18,CS,55.04,54.91,69.57,79.78,36.1,90.8,26.7,Yes,Yes,High School,Low,10,6.0,1
Female,18,Business,57.03,53.32,96.39,92.32,67.1,97.46,11.5,No,No,Unknown,High,3,7.3,0
Female,19,Engineering,86.72,72.93,56.18,65.64,95.2,60.62,14.1,No,Yes,Unknown,Medium,1,4.3,1
Male,21,Engineering,93.25,94.37,62.7,76.16,80.5,71.53,29.9,No,Yes,High School,Medium,8,6.2,1
Female,23,Business,76.82,94.76,63.11,50.42,17.7,54.88,17.7,Yes,No,Unknown,Low,9,5.0,1
Female,19,CS,64.45,43.29,78.55,84.37,27.9,56.85,19.0,No,No,Unknown,High,5,4.2,1
Male,23,Mathematics,67.57,44.79,70.54,59.77,76.39999999999999,64.2,12.1,Yes,Yes,Master's,Low,4,4.2,1
Female,18,Mathematics,67.14,54.71,53.99,74.05,47.1,97.58,15.4,No,No,Bachelor's,Medium,2,4.8,0
Male,21,CS,66.33,55.3,81.46,60.51,54.7,83.36,17.5,No,Yes,Master's,Low,1,6.2,1
Female,20,Mathematics,62.15,45.69,54.95,51.18,60.9,65.73,11.5,No,Yes,Master's,Medium,4,6.8,1
Male,18,Engineering,80.44,63.31,80.32,74.16,10.3,97.73,11.0,Yes,Yes,High School,High,8,8.0,0
Male,19,Engineering,95.02,75.26,75.35,71.24,85.60000000000001,86.99,20.0,No,Yes,Unknown,Medium,9,7.0,0
Male,20,Engineering,65.35,74.69,74.68,71.26,86.30000000000001,95.35,9.6,No,No,High School,High,1,6.6,0
Female,22,Engineering,59.33,72.61,53.37,60.44,46.8,96.36,18.8,Yes,Yes,PhD,Medium,4,4.2,0
Female,20,CS,91.93,60.32,81.96,97.36,62.7,87.54,22.7,Yes,Yes,Master's,Low,5,5.5,0
Male,19,Mathematics,87.09,82.39,71.57,50.18,66.0,62.16,10.0,No,Yes,Unknown,Low,2,7.5,0
Male,24,Mathematics,96.54,89.59,70.56,94.58,19.0,99.83,23.6,Yes,Yes,Bachelor's,Medium,2,5.4,0
Female,20,Business,58.28,60.78,79.82,86.85,11.3,66.25,14.0,Yes,No,Master's,Medium,3,7.0,1
Female,19,CS,57.21,45.13,80.31,58.6,2.1,83.59,29.8,Yes,Yes,Unknown,Low,1,7.0,1
Male,24,Mathematics,77.07,57.78,50.75,73.61,91.3,92.24,29.5,Yes,Yes,PhD,Low,8,5.5,1
Female,18,Mathematics,80.72,48.24,56.26,99.44,34.6,58.76,25.0,No,Yes,High School,Medium,1,6.9,1
Female,24,Business,74.01,68.04,61.83,82.18,8.6,80.45,13.6,Yes,Yes,Unknown,Medium,4,4.6,1
Female,21,Engineering,79.95,49.36,83.9,56.37,46.6,68.76,28.4,Yes,Yes,Unknown,Low,7,7.6,1
Male,22,Mathematics,59.02,67.77,78.84,72.88,7.6,62.21,30.0,No,Yes,Master's,High,3,4.1,0
Male,24,Engineering,73.98,53.26,87.88,73.41,8.5,50.59,16.6,No,No,Unknown,High,9,4.2,1
Female,21,Business,82.9,84.32,87.03,90.11,48.9,93.6,20.4,No,No,PhD,High,3,8.4,0
Male,21,Mathematics,71.64,41.65,92.66,95.81,50.9,56.79,5.1,Yes,No,Bachelor's,High,5,6.9,1
Female,21,Engineering,83.97,73.28,68.84,54.11,58.0,93.91,6.1,No,Yes,PhD,Low,2,4.8,0
Female,24,CS,72.56,50.17,67.25,65.7,65.6,80.03,17.5,Yes,No,Unknown,Medium,5,7.0,1
Male,19,Engineering,66.68,40.06,91.55,64.92,66.8,81.05,20.2,No,No,Bachelor's,High,2,5.8,0
Male,19,Engineering,65.18,92.15,61.88,99.8,43.3,91.43,12.8,Yes,No,PhD,Low,8,5.3,0
Male,22,Engineering,70.55,80.29,73.06,77.96,64.4,75.47,7.5,Yes,No,Bachelor's,High,9,8.1,0
Female,19,Engineering,51.15,45.94,59.72,93.99,30.5,67.86,24.6,Yes,No,Master's,Medium,5,6.4,1
Female,23,CS,83.43,79.84,95.69,71.3,44.1,56.94,15.5,No,No,Unknown,Low,6,5.5,0
Male,19,Business,92.26,76.7,70.39,86.14,39.3,78.52,21.2,No,Yes,Bachelor's,Medium,4,8.7,0
Male,19,Engineering,67.73,68.4,60.62,64.33,32.9,77.66,21.3,No,Yes,High School,Medium,10,4.8,1
Male,19,Engineering,52.3,65.16,84.6,95.59,23.9,64.69,18.7,Yes,No,Master's,Low,7,4.7,1
Female,18,Mathematics,99.34,93.22,62.23,72.76,7.800000000000001,80.0,9.5,No,Yes,Unknown,Medium,10,4.5,1
Female,22,Mathematics,63.18,54.71,97.18,90.19,50.6,71.97,20.4,Yes,No,Master's,Medium,5,4.6,0
Female,23,CS,56.33,63.9,68.38,62.79,53.7,90.28,13.1,Yes,No,High School,High,5,5.3,0
Male,19,CS,68.49,59.75,83.23,84.68,33.6,77.97,25.5,Yes,Yes,Unknown,Medium,1,7.5,0
Male,22,CS,86.93,86.27,67.26,70.26,97.6,96.68,9.8,No,No,Master's,Medium,2,7.4,0
Female,20,Mathematics,64.7,94.99,90.36,51.57,55.7,75.9,12.3,Yes,No,Master's,Medium,2,7.8,0
Male,18,Engineering,78.74,90.99,94.85,70.65,88.9,94.37,16.0,No,Yes,Bachelor's,High,4,6.9,0
Male,24,Mathematics,70.78,87.86,89.4,77.5,57.0,76.03,23.5,Yes,Yes,Bachelor's,Medium,5,6.5,0
Male,19,Business,55.89,99.21,92.42,57.59,19.0,77.9,23.0,Yes,Yes,Master's,Medium,10,6.2,0
Male,23,CS,66.51,81.83,55.09,59.2,97.5,68.34,13.4,No,Yes,Bachelor's,High,4,8.4,1
Female,18,CS,86.24,85.06,96.2,73.24,88.5,70.01,17.8,Yes,No,Unknown,High,3,5.7,0
Male,23,CS,80.6,98.97,81.22,67.14,47.1,96.66,10.9,Yes,No,Bachelor's,Low,4,8.5,0
Female,24,Business,55.99,40.42,93.46,72.04,24.3,61.16,24.3,Yes,Yes,Unknown,Low,5,5.4,1
Female,24,Engineering,58.17,78.04,84.22,73.04,22.3,56.07,9.9,Yes,Yes,Unknown,Medium,3,4.8,1
Male,18,Engineering,82.04,84.34,60.09,57.0,80.60000000000001,91.51,25.5,No,No,Unknown,High,6,5.3,0
Female,20,Engineering,90.67,95.07,80.48,59.06,6.9,78.85,28.4,No,No,Unknown,Low,4,6.5,0
Female,22,CS,67.47,93.03,54.55,92.41,63.8,64.23,29.8,Yes,No,Master's,Low,2,8.6,1
Male,18,Engineering,79.77,90.52,84.79,58.14,64.0,71.62,26.4,No,No,PhD,High,3,4.9,0
Female,21,Mathematics,58.53,96.75,70.45,83.3,18.2,76.25,10.5,No,Yes,PhD,Medium,1,6.9,0
Female,24,CS,65.57,72.24,57.59,70.93,70.5,79.61,15.4,No,No,Unknown,Medium,10,5.1,0
Female,20,Business,51.01,40.42,98.96,98.41,70.5,91.05,7.2,Yes,Yes,PhD,High,7,7.4,0
Female,24,Business,88.41,40.66,95.05,53.31,35.0,69.72,9.1,No,No,Unknown,Medium,5,6.3,1
Female,21,Engineering,70.05,72.68,94.68,91.52,48.3,83.83,6.2,No,Yes,PhD,High,7,7.7,0
Female,20,CS,90.81,66.12,89.44,74.57,83.3,91.74,21.0,No,No,High School,Medium,5,8.3,0
Female,24,Mathematics,85.42,67.07,84.6,50.27,52.3,92.19,18.3,Yes,Yes,Bachelor's,Low,1,5.7,0
Female,21,Mathematics,91.44,64.02,82.75,63.18,61.8,62.71,27.9,Yes,Yes,PhD,High,3,8.7,1
Male,21,CS,64.28,95.06,55.3,70.38,41.3,67.51,16.6,No,Yes,Unknown,Medium,9,6.3,1
Male,24,Engineering,59.26,61.55,95.03,65.71,15.0,79.75,21.1,No,Yes,Bachelor's,Medium,7,8.7,0
Male,24,Business,98.6,91.37,94.06,68.12,99.8,94.29,15.0,Yes,Yes,Bachelor's,High,7,5.2,0
Female,23,Business,85.87,94.17,87.39,95.83,53.2,89.52,25.7,Yes,No,Master's,Medium,5,8.5,0
Female,18,Mathematics,91.7,69.97,96.37,68.05,33.6,79.2,28.2,No,No,Master's,Low,3,5.7,1
Female,18,Mathematics,50.66,66.82,77.65,70.94,71.39999999999999,99.19,15.8,Yes,No,PhD,Medium,10,7.8,0
Male,20,Mathematics,67.72,85.66,72.38,88.06,62.1,71.95,7.1,No,No,Master's,Low,4,8.8,0
Male,22,Business,87.14,82.48,98.4,89.69,23.3,92.12,9.1,Yes,No,Unknown,Medium,4,8.6,0
Male,24,Mathematics,53.9,59.71,73.21,54.2,87.69999999999999,90.92,23.0,Yes,No,Master's,Low,6,6.3,0
Female,23,Business,78.37,46.15,82.07,85.2,7.1,95.4,13.1,No,No,High School,Low,6,5.7,0
Male,18,Business,71.45,55.89,68.65,74.13,60.6,99.38,24.6,Yes,Yes,PhD,Medium,7,7.1,0
Male,18,Engineering,50.88,47.86,81.82,56.69,47.8,74.78,23.7,Yes,Yes,Bachelor's,Medium,8,7.5,0
Female,23,Engineering,61.8,57.68,86.0,63.24,31.8,59.78,22.4,Yes,No,Bachelor's,High,9,6.7,1
Male,19,Engineering,64.24,55.71,81.23,52.25,82.6,73.04,25.4,Yes,Yes,High School,Low,8,8.2,0
Female,23,Mathematics,55.59,78.26,75.73,68.01,65.6,92.69,23.9,Yes,Yes,Unknown,High,9,4.3,0
Male,18,Business,81.58,97.27,65.01,62.77,75.9,91.81,20.8,Yes,Yes,Bachelor's,Medium,9,7.0,0
Female,22,Mathematics,62.12,81.14,82.19,69.11,41.5,66.8,5.1,Yes,Yes,High School,High,3,6.6,0
Female,19,Business,63.88,95.6,95.42,79.02,94.2,52.37,17.9,Yes,No,Master's,Low,7,4.2,0
Female,21,Engineering,94.91,87.05,50.35,86.62,34.5,75.49,19.9,No,No,PhD,Low,3,4.1,0
Female,23,Engineering,73.36,83.67,56.7,80.27,53.1,73.71,29.0,Yes,No,High School,High,5,7.0,0
Female,21,Mathematics,69.61,64.84,55.99,83.92,93.4,54.29,21.3,Yes,No,High School,Low,10,4.6,1
Male,19,Business,86.19,59.49,96.16,93.28,8.299999999999999,89.74,19.4,No,Yes,Master's,High,9,7.8,0
Female,19,Mathematics,95.48,90.78,83.14,93.69,10.9,64.18,18.5,No,No,Unknown,Low,8,8.7,0
Female,19,CS,51.25,94.32,97.59,93.04,99.4,82.29,7.6,No,Yes,Master's,High,3,4.9,0
Female,20,Mathematics,72.41,67.11,79.14,57.66,97.1,55.07,15.7,Yes,No,Master's,Medium,6,8.0,0
Female,23,Engineering,80.54,40.54,73.09,62.55,77.2,93.04,8.4,Yes,Yes,Bachelor's,Low,5,7.0,0
Male,24,Business,65.93,87.55,89.62,75.12,48.4,86.96,6.3,Yes,Yes,High School,Low,10,6.2,0
Female,22,Business,88.62,57.1,58.05,67.94,50.6,69.42,13.2,No,Yes,High School,Low,4,7.3,1
Male,22,Mathematics,98.57,40.59,69.07,56.58,25.7,81.47,21.1,Yes,Yes,Master's,High,6,8.0,1
Female,21,Engineering,97.17,88.3,73.31,64.39,43.3,59.37,26.7,No,No,Master's,Low,8,8.9,0
Female,21,CS,63.3,71.04,64.92,98.77,43.1,99.27,25.3,Yes,No,High School,Medium,8,7.3,0
Male,24,Mathematics,61.32,81.11,68.56,67.35,3.6,89.81,12.4,Yes,Yes,High School,Medium,3,7.7,1
Male,21,Business,97.87,94.88,53.91,70.95,45.3,89.45,6.1,No,No,High School,Low,6,7.0,0
Male,23,Engineering,72.93,72.47,59.9,50.32,48.0,57.67,15.1,Yes,No,Unknown,Medium,1,6.8,1
Female,18,Business,60.41,70.19,66.77,85.97,66.6,50.89,12.9,No,No,Master's,Low,1,4.3,1
Male,21,Business,85.35,57.44,89.79,70.68,51.6,79.27,14.3,No,Yes,Master's,High,1,4.8,1
Female,19,Business,64.22,58.31,59.12,55.16,86.19999999999999,57.21,19.0,Yes,Yes,Bachelor's,High,9,5.9,1
Male,21,Business,63.36,87.79,67.33,98.43,36.8,89.02,5.8,No,Yes,Bachelor's,High,10,7.2,0
Male,19,CS,93.96,66.94,53.25,88.87,41.0,70.8,14.3,No,Yes,PhD,Low,9,4.4,1
Female,20,Engineering,58.12,49.81,77.86,86.31,57.1,66.93,19.0,Yes,Yes,High School,High,10,6.7,0
Male,18,Mathematics,53.22,45.67,80.56,97.89,20.3,53.68,15.8,No,Yes,High School,Medium,5,4.1,1
Male,18,Engineering,63.46,68.38,93.28,70.37,39.3,99.8,21.7,No,Yes,PhD,Low,7,7.8,0
Female,24,Engineering,80.35,67.9,90.96,85.93,68.60000000000001,97.8,9.7,Yes,Yes,Master's,Medium,4,7.3,0
Female,23,Engineering,56.15,79.21,64.27,60.31,41.2,56.58,8.8,Yes,Yes,High School,High,2,6.6,1
Female,23,Mathematics,73.58,68.26,56.85,84.86,90.7,66.64,12.7,No,No,Bachelor's,Low,6,6.9,1
Male,22,Engineering,81.37,48.61,57.8,50.7,61.5,69.54,7.5,Yes,Yes,Unknown,Medium,2,8.7,1
Male,20,Mathematics,92.44,70.47,98.45,56.32,15.4,64.84,10.9,No,No,Master's,Medium,7,8.5,0
Male,24,Mathematics,61.49,94.41,83.66,71.26,48.7,96.72,7.2,Yes,Yes,Unknown,High,4,8.0,0
Male,23,CS,90.87,49.57,52.13,50.6,76.5,86.07,15.0,No,Yes,Unknown,High,4,5.7,0
Male,19,Business,61.75,81.39,56.84,73.1,64.3,97.8,22.8,Yes,No,PhD,Medium,2,4.5,0
Female,20,Mathematics,83.84,75.63,74.29,76.14,88.5,93.73,12.2,Yes,Yes,Unknown,High,9,5.6,0
Male,18,Business,71.53,84.92,60.39,81.08,75.0,87.73,5.1,No,Yes,High School,Low,3,7.8,0
Female,19,Engineering,55.73,49.04,90.18,55.02,6.2,84.85,18.9,No,Yes,PhD,Low,6,7.1,0
Male,24,Business,85.71,96.5,78.66,59.05,11.3,93.31,22.3,No,Yes,Bachelor's,Medium,10,7.5,0
Female,24,Business,60.89,77.26,80.63,80.66,65.0,84.21,14.8,No,Yes,Unknown,Low,9,4.5,0
Male,20,Business,58.83,90.82,73.14,82.91,23.8,59.44,12.4,No,No,High School,Medium,8,4.8,1
Male,18,Engineering,67.92,54.8,62.8,51.3,58.8,82.41,17.3,Yes,No,High School,Medium,9,7.3,1
Female,23,Engineering,82.66,84.36,79.47,77.02,79.2,75.75,7.5,No,No,Bachelor's,Medium,7,5.9,0
Male,19,Mathematics,61.7,86.86,85.85,89.25,57.7,99.09,21.1,No,No,PhD,Medium,9,5.8,0
Female,19,Mathematics,59.18,63.85,68.55,53.46,41.5,75.5,23.3,Yes,No,PhD,High,10,6.0,1
Male,18,CS,50.5,63.04,75.25,70.66,64.6,51.92,22.6,Yes,No,PhD,Low,9,8.0,1
Male,19,Engineering,73.58,79.47,91.98,66.33,14.4,63.21,13.2,No,No,Bachelor's,Low,5,7.5,0
Female,23,CS,71.43,45.6,57.43,95.68,72.30000000000001,95.87,26.1,No,No,Bachelor's,High,7,4.5,0
Male,23,Engineering,61.69,84.14,77.26,59.29,69.7,98.12,28.7,No,No,Bachelor's,High,5,5.7,0
Female,23,Business,52.68,42.57,67.42,65.92,51.4,86.42,12.4,No,Yes,PhD,High,1,7.4,1
Male,18,CS,71.46,51.44,85.14,94.92,27.9,52.84,11.6,No,Yes,Unknown,High,7,8.9,1
Male,21,CS,89.41,79.85,50.94,66.53,79.80000000000001,51.18,22.6,No,No,Bachelor's,Medium,9,8.6,1
Male,21,CS,85.76,45.9,83.52,76.57,51.1,73.98,22.7,No,No,Bachelor's,High,5,5.2,1
Male,24,Engineering,93.04,98.31,55.14,51.65,5.9,99.98,17.8,No,No,PhD,Low,4,4.3,0
Male,24,Mathematics,50.48,92.1,53.24,99.25,91.9,93.46,28.1,Yes,No,Bachelor's,Medium,5,6.9,0
Male,19,CS,98.32,77.58,86.23,91.25,76.8,96.66,8.7,Yes,Yes,Unknown,Low,4,6.0,0
Male,23,Mathematics,67.07,89.14,82.02,81.72,58.5,81.18,16.9,No,Yes,PhD,Low,9,4.9,0
Female,19,Engineering,99.52,93.25,94.75,53.04,43.7,92.96,5.9,No,No,Bachelor's,Low,10,7.3,0
Male,18,CS,62.63,55.57,75.98,53.74,96.0,65.98,6.3,Yes,Yes,Bachelor's,High,8,4.8,0
Male,19,Engineering,73.58,90.96,76.5,77.25,77.5,51.37,6.3,Yes,Yes,Master's,Low,5,5.8,1
Male,22,Mathematics,67.7,51.69,85.35,64.25,53.5,95.91,17.3,No,Yes,Master's,Low,5,8.0,0
Female,21,Mathematics,67.79,64.8,66.17,81.14,65.3,60.92,19.7,No,Yes,High School,Low,5,7.4,1
Female,19,CS,92.11,73.5,51.85,79.91,28.1,86.42,5.1,Yes,No,High School,High,7,7.0,0
Male,19,Mathematics,87.32,82.83,61.5,91.93,19.6,82.95,20.8,Yes,Yes,Bachelor's,Low,10,8.7,0
Male,20,Business,99.61,41.81,61.9,64.07,27.3,57.91,17.2,No,No,Master's,High,7,4.6,1
Male,19,Business,80.68,57.43,66.78,78.89,29.3,59.79,10.6,Yes,Yes,High School,Medium,3,7.5,1
Female,22,CS,73.16,76.51,97.17,88.87,74.0,66.45,5.4,Yes,Yes,PhD,Low,1,4.6,0
Male,21,Engineering,54.5,61.44,90.24,74.54,14.0,87.85,8.9,Yes,Yes,Master's,High,8,4.7,0
Female,20,Engineering,99.83,86.5,96.8,91.53,77.8,51.96,20.0,Yes,No,Unknown,Medium,10,6.5,0
Male,18,Engineering,77.58,79.1,99.93,56.56,52.3,70.35,21.5,No,Yes,Unknown,Low,4,4.1,0
Female,24,Business,85.02,54.06,71.69,86.69,38.5,83.26,21.2,No,No,Unknown,Medium,4,6.5,0
Female,18,Mathematics,70.34,48.76,61.35,97.15,30.0,58.57,8.8,Yes,Yes,Unknown,Low,9,4.0,1
Male,21,Business,77.39,77.74,78.0,66.59,51.3,55.97,27.8,No,No,Master's,Low,7,7.0,1
Male,24,Mathematics,97.13,67.03,94.06,68.32,31.8,69.51,15.3,Yes,No,PhD,Medium,7,5.6,1
Male,18,Business,58.32,50.14,73.29,54.18,42.9,64.33,24.2,No,No,Unknown,Medium,8,4.4,1
Male,22,Engineering,64.62,59.58,75.27,82.07,73.89999999999999,82.45,9.2,No,No,PhD,High,1,7.9,0
Male,19,Engineering,57.6,58.18,56.72,77.62,62.6,98.48,16.8,No,Yes,High School,Low,9,5.9,0
Male,21,Engineering,89.61,46.49,71.02,52.02,74.80000000000001,50.22,18.0,Yes,No,High School,Medium,1,6.2,1
Male,24,CS,53.1,72.81,69.35,87.61,71.3,95.12,24.3,Yes,Yes,Bachelor's,High,10,5.9,0
Female,20,CS,54.08,85.82,67.58,91.46,81.5,71.66,20.5,Yes,Yes,Master's,Low,5,4.4,0
Male,19,Mathematics,64.92,74.53,94.36,95.36,20.2,83.2,15.0,No,No,Unknown,Low,9,6.3,0
Male,18,CS,75.71,89.58,52.97,77.29,99.5,92.55,12.1,No,No,PhD,Medium,3,7.3,0
Female,18,Business,70.31,47.65,98.61,72.63,47.6,78.67,29.3,No,No,PhD,Medium,2,8.5,0
Male,20,Business,52.24,66.14,50.41,93.81,71.8,54.87,12.1,No,No,Master's,Medium,2,7.8,1
Male,22,Mathematics,97.87,76.56,97.28,69.93,67.8,57.03,8.2,No,Yes,High School,Low,7,4.4,0
Male,20,Mathematics,97.64,80.56,77.4,82.77,56.6,89.46,12.5,No,Yes,Master's,Medium,5,4.8,0
Male,21,Engineering,63.97,81.75,85.12,80.77,99.6,61.45,13.2,Yes,No,PhD,Medium,8,4.2,0
Female,20,CS,86.58,83.74,59.36,68.61,21.7,78.45,8.2,No,No,Master's,High,5,4.6,0
Female,18,Engineering,78.93,79.09,82.71,54.34,42.2,71.4,22.7,No,No,High School,Medium,2,6.4,1
Male,22,CS,61.87,45.65,94.1,51.07,12.8,65.18,20.5,Yes,Yes,High School,High,7,5.1,0
Male,22,CS,63.11,81.72,56.97,71.41,18.2,89.35,12.9,Yes,Yes,Unknown,Medium,7,7.2,0
Female,23,Mathematics,74.56,83.49,56.35,74.06,71.3,86.56,29.8,No,No,Unknown,Medium,2,4.2,0
Male,20,Engineering,70.96,99.61,65.2,91.13,0.5,82.31,21.4,No,Yes,Unknown,High,6,8.3,0
Female,21,Engineering,64.56,81.6,58.09,70.72,89.0,68.63,22.6,Yes,Yes,High School,Low,5,7.4,1
Female,18,CS,90.38,81.21,55.53,64.06,63.3,61.32,18.9,Yes,No,PhD,Low,4,8.8,1
Female,19,CS,74.07,70.89,83.92,73.1,44.1,75.79,18.8,Yes,Yes,Unknown,Low,10,8.8,0
Male,22,Mathematics,82.74,92.08,60.69,61.9,33.1,90.86,5.5,Yes,Yes,Master's,High,8,7.5,0
Male,20,Business,59.46,99.81,83.35,54.57,12.6,78.78,24.3,No,No,PhD,Medium,8,4.8,0
Male,23,Engineering,76.68,86.74,93.1,55.65,92.2,98.51,27.8,Yes,Yes,Bachelor's,High,5,5.1,0
Female,21,Engineering,65.9,76.75,82.6,65.96,71.2,50.77,8.1,No,No,Unknown,Low,4,5.4,1
Male,21,Mathematics,76.32,44.74,55.97,50.63,33.6,99.92,24.9,No,No,Bachelor's,High,9,6.1,1
Male,24,Mathematics,89.04,83.6,78.68,61.01,7.1,84.57,18.4,No,No,Unknown,High,5,6.9,1
Female,18,Engineering,88.45,82.51,69.68,89.38,32.599999999999994,91.63,12.1,Yes,No,PhD,Low,4,7.4,0
Male,22,Engineering,67.71,86.53,67.17,61.73,18.5,66.75,28.0,No,Yes,Bachelor's,Medium,2,4.4,0
Male,18,CS,84.71,47.47,65.93,55.54,78.60000000000001,75.42,5.4,Yes,No,High School,Medium,6,7.1,0
Male,23,Business,97.06,79.22,96.47,97.45,72.0,89.85,11.9,No,No,Unknown,Low,5,4.3,0
Female,19,Engineering,81.28,57.74,87.13,81.12,49.8,88.03,27.2,Yes,Yes,Master's,Medium,6,8.1,0
Male,19,Mathematics,57.42,85.62,56.69,53.0,88.6,66.7,17.0,Yes,Yes,Bachelor's,Low,1,4.2,1
Female,19,CS,83.99,54.42,73.8,53.11,18.1,66.22,20.0,No,Yes,Master's,Medium,6,6.0,1
Female,21,CS,55.25,81.04,65.91,80.61,45.2,83.14,23.7,No,No,Bachelor's,Low,5,6.1,0
Female,22,Mathematics,93.61,57.7,98.9,77.01,71.10000000000001,96.68,8.7,Yes,No,PhD,High,7,6.9,0
Male,18,Mathematics,75.83,40.54,98.9,53.42,6.800000000000001,71.94,10.4,No,Yes,Master's,High,1,4.5,1
Male,18,CS,69.26,78.0,65.98,61.22,37.3,67.65,30.0,Yes,Yes,Unknown,High,3,8.7,0
Male,23,Mathematics,52.85,46.8,67.61,96.45,57.2,94.73,10.9,No,Yes,High School,Low,2,5.9,0
Female,19,CS,69.04,79.56,79.97,78.6,36.7,84.15,18.5,Yes,No,PhD,High,6,6.0,0
Female,22,Mathematics,95.16,95.54,73.97,72.02,48.0,69.41,12.5,No,Yes,Bachelor's,High,1,5.2,1
Male,22,CS,51.05,98.15,60.66,62.51,60.8,52.86,26.3,Yes,No,Unknown,Medium,3,7.9,0
Female,23,Engineering,73.73,54.16,83.02,56.68,36.8,86.07,29.0,No,No,Bachelor's,High,4,4.0,1
Male,20,Engineering,96.56,88.56,66.71,70.13,10.6,67.64,8.5,Yes,Yes,Master's,Low,6,4.5,1
Male,22,Mathematics,69.74,61.21,82.69,96.12,13.9,53.53,20.0,Yes,No,Master's,Low,5,6.4,1
Male,22,Business,71.41,94.03,69.18,52.44,52.7,80.61,25.3,Yes,Yes,High School,High,5,8.8,0
Male,18,Engineering,78.93,87.25,85.01,99.55,17.5,66.15,25.6,No,No,Master's,Medium,5,4.2,0
Male,23,CS,73.15,44.44,83.39,60.39,89.0,66.92,16.0,No,No,PhD,High,1,4.3,0
Male,22,Business,58.43,64.43,75.44,70.44,83.4,73.96,10.6,Yes,Yes,Bachelor's,Low,8,7.6,0
Male,22,CS,50.93,60.24,85.24,52.25,34.900000000000006,85.87,14.7,No,Yes,Bachelor's,High,10,7.7,0
Female,18,CS,80.49,87.11,73.05,79.24,83.10000000000001,63.82,23.8,No,Yes,PhD,Medium,2,8.5,0
Male,22,Engineering,96.04,64.62,55.81,74.18,53.3,54.05,29.8,No,Yes,Master's,High,6,6.9,1
Female,18,Mathematics,55.32,81.08,59.11,83.34,15.9,71.22,18.9,Yes,No,Master's,Low,7,6.0,0
Female,20,Mathematics,60.55,76.15,62.3,77.13,61.4,52.75,9.9,Yes,No,PhD,Low,10,6.3,1
Male,21,CS,68.51,98.54,53.16,69.91,67.9,84.86,6.0,Yes,Yes,High School,Medium,10,6.2,0
Female,24,Engineering,90.44,96.27,85.57,86.89,8.4,97.96,28.6,No,Yes,Unknown,Medium,4,8.9,0
Female,18,CS,63.46,65.66,68.37,51.25,31.4,82.94,17.1,No,No,Unknown,Medium,8,5.9,0
Female,18,Business,94.1,83.41,54.68,77.05,0.5,63.77,22.9,No,No,Master's,Low,1,4.5,1
Male,22,CS,52.75,89.77,91.0,55.69,31.6,59.09,21.5,No,No,Unknown,High,9,5.4,1
Male,18,Engineering,97.05,93.93,84.18,71.8,33.5,61.64,27.3,Yes,No,Unknown,Medium,4,8.8,0
Male,23,CS,78.04,44.09,72.61,89.56,63.0,61.08,11.7,No,Yes,Unknown,Medium,10,6.1,0
Male,19,Engineering,82.94,58.12,62.37,57.12,19.9,65.69,16.0,No,Yes,Master's,High,9,5.6,1
Male,19,Mathematics,68.38,59.21,57.59,96.79,3.0,54.87,27.8,Yes,Yes,Bachelor's,High,2,5.6,1
Female,20,Engineering,89.1,66.07,72.92,94.43,31.6,94.79,19.6,No,No,Master's,Medium,10,4.0,0
Female,18,Business,58.33,50.16,94.26,70.75,82.6,94.26,6.8,No,Yes,Master's,High,8,7.2,0
Male,23,Engineering,52.45,69.77,59.42,50.3,39.900000000000006,80.76,9.9,No,Yes,High School,Medium,5,7.6,1
Female,22,Business,69.78,79.79,78.43,89.49,41.5,53.1,10.9,Yes,Yes,High School,Medium,7,5.8,0
Female,22,Business,92.68,69.84,98.08,94.04,46.900000000000006,90.2,29.8,No,No,Master's,Medium,5,8.4,0
