Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Extracurricular,Avg_Exam_Score,Exam_Improvement,Study_Sleep_Ratio,Low_Score_Count,Overall_Avg_Score,Score_Variability,Attendance_Efficiency,Priority
59.76,92.87,89.22,53.91,97.39,17.4,51.83,19.5,2,9.0,0,91.045,-3.6500000000000057,2.142857142857143,0,67.10333333333332,31.45825911691025,112.28804105310128,1
58.32,83.28,46.99,56.57,60.84,88.10000000000001,61.41,5.1,6,5.3,1,65.135,-36.29,0.9444444444444444,1,66.19833333333334,16.02979153534651,113.50880201188843,2
57.44,94.72,79.52,60.12,89.49,73.0,67.17,21.5,5,7.9,1,87.12,-15.200000000000005,2.6875,0,77.33666666666667,13.215385982507916,134.63904363974004,1
77.78,91.28,90.11,93.74,68.71,30.6,88.18,18.1,1,8.4,0,90.695,-1.1700000000000017,2.1294117647058823,0,77.10333333333334,24.50563418209508,99.13002485643268,0
62.21,52.02,82.4,73.61,79.32,18.5,73.9,27.4,6,8.4,1,67.21000000000001,30.380000000000003,3.223529411764705,0,63.29166666666666,24.39009833245177,101.738734394256,1
69.06,77.61,62.69,57.26,94.44,92.7,68.27,17.2,5,5.3,0,70.15,-14.920000000000002,3.1851851851851856,0,75.49499999999999,15.544015890367586,109.31798436142483,1
58.06,73.82,89.71,91.37,92.77,29.4,77.95,7.0,10,4.7,1,81.76499999999999,15.89,1.4583333333333337,0,75.83666666666666,24.02244256245952,130.61775175106212,0
93.72,92.3,74.77,67.14,91.09,21.4,57.2,6.3,8,5.6,1,83.535,-17.53,1.105263157894737,0,67.31666666666665,26.28919524570249,71.8274292217954,2
89.94,50.84,65.83,84.69,82.27,7.5,97.89,7.6,5,6.6,0,58.335,14.989999999999997,1.1343283582089554,0,64.83666666666666,32.48071899861003,72.08879994070121,1
71.06,77.35,59.74,91.6,57.99,56.6,78.88,15.7,9,7.8,0,68.545,-17.609999999999992,1.9873417721518989,0,70.36,14.336854606223776,99.01491697157331,1
88.4,84.51,87.85,53.23,91.28,65.0,63.07,9.3,8,6.7,0,86.18,3.339999999999989,1.3676470588235297,0,74.15666666666667,15.700901460319615,83.88763197586727,1
60.84,96.07,77.11,86.89,62.12,93.2,99.34,13.9,5,8.7,0,86.59,-18.959999999999997,1.5795454545454548,0,85.78833333333334,14.007214450656017,141.0064650449266,0
82.76,82.61,42.81,79.1,73.8,57.3,60.42,11.5,1,8.7,0,62.71,-39.8,1.306818181818182,1,66.00666666666667,15.185152836460574,79.75672627678429,2
66.54,84.25,99.58,66.77,82.81,36.9,75.92,22.6,4,6.2,0,91.915,15.329999999999998,3.5873015873015874,0,74.37166666666666,21.30049522116016,111.76986273920446,0
65.85,45.81,98.28,87.45,62.27,54.6,89.41,6.5,2,5.0,0,72.045,52.47,1.2745098039215688,1,72.97000000000001,21.494895207932508,110.81245254365986,0
90.43,98.68,77.52,73.39,68.06,59.8,72.93,10.4,2,8.4,0,88.1,-21.16000000000001,1.223529411764706,0,75.06333333333333,13.062536762308715,83.0071141582808,1
63.3,71.04,50.76,64.92,98.77,43.1,99.27,25.3,8,7.3,1,60.900000000000006,-20.28000000000001,3.4189189189189197,0,71.31,23.64243980641592,112.65402843601896,1
76.75,89.14,91.59,74.74,78.25,39.6,52.11,12.7,7,4.9,1,90.365,2.450000000000003,2.54,0,70.90500000000002,20.795652189820835,92.38436482084693,1
69.0,76.21,93.58,94.75,72.22,2.9,78.87,26.6,2,8.1,0,84.895,17.370000000000005,3.243902439024391,0,69.755,34.03762080404563,101.09420289855072,0
63.46,65.66,84.76,68.37,51.25,31.4,82.94,17.1,8,5.9,0,75.21000000000001,19.10000000000001,2.85,0,64.06333333333333,20.18341959794392,100.95073011870994,1
89.67,65.55,83.66,81.43,58.44,7.4,98.85,11.7,6,5.2,1,74.60499999999999,18.11,2.2075471698113205,0,65.88833333333332,32.00101336937108,73.47868108992229,1
63.82,93.42,69.86,51.33,57.07,15.1,55.14,24.8,4,7.3,1,81.64,-23.56,3.351351351351352,0,56.98666666666667,25.624278851641204,89.29280267418783,2
71.58,84.29,53.69,64.52,85.91,84.9,73.99,21.1,7,8.2,0,68.99000000000001,-30.60000000000001,2.542168674698796,0,74.55,13.1688556830121,104.14920368818105,1
71.99,48.47,60.18,54.07,89.95,48.8,64.97,26.9,10,7.7,0,54.325,11.71,3.4487179487179485,1,61.07333333333335,15.545863329730732,84.83585683196742,2
83.98,81.38,63.65,57.81,90.94,48.7,92.62,28.8,10,5.7,1,72.515,-17.729999999999997,4.965517241379311,0,72.51666666666667,18.353524638789867,86.3499245852187,1
87.1,91.76,52.94,62.41,83.88,30.7,63.53,5.9,5,6.5,0,72.35,-38.82000000000001,0.893939393939394,0,64.20333333333333,21.90683241974217,73.71220818982013,2
55.59,89.7,66.19,51.76,90.59,26.9,96.73,7.8,6,4.3,1,77.945,-23.510000000000005,1.772727272727273,0,70.31166666666667,27.3158264869776,126.48258079990404,1
94.08,52.14,82.73,53.68,52.84,49.6,57.06,20.8,5,6.7,1,67.435,30.590000000000003,3.058823529411765,0,58.00833333333333,12.35025249404508,61.65851757369615,2
81.83,97.93,75.06,63.35,53.44,2.7,78.08,7.9,9,9.0,0,86.495,-22.870000000000005,0.8681318681318682,0,61.75999999999999,32.59243900047985,75.47354271049736,1
63.48,70.13,88.98,53.9,78.98,20.1,91.41,13.8,2,4.7,0,79.555,18.85000000000001,2.8750000000000004,0,67.25,26.844480997031773,105.93887838689352,1
51.66,58.87,76.56,74.65,62.75,98.7,51.31,13.7,6,4.6,0,67.715,17.690000000000005,2.914893617021277,0,70.47333333333334,16.809267285240804,136.41760227126085,2
80.98,59.64,55.66,77.0,57.96,8.299999999999999,84.05,9.4,3,8.5,0,57.65,-3.980000000000004,1.0930232558139537,0,57.10166666666667,26.506668154761865,70.51329546390055,2
83.97,87.4,64.87,93.38,81.08,26.6,91.47,22.7,1,5.3,0,76.135,-22.53,4.203703703703704,0,74.13333333333334,25.4577372652533,88.28549878925014,0
63.23,63.58,83.63,53.24,68.58,34.300000000000004,76.91,27.8,8,5.7,0,73.60499999999999,20.05,4.793103448275862,0,63.373333333333335,17.712533039254055,100.22668564499976,1
95.41,53.24,62.85,91.25,56.38,81.0,54.7,24.7,9,7.6,1,58.045,9.61,3.207792207792208,0,66.57000000000001,15.834062018319871,69.77256052824653,2
70.74,78.28,97.93,98.99,70.36,80.39999999999999,84.78,20.7,9,4.6,1,88.105,19.65000000000001,4.404255319148937,0,85.12333333333333,11.344691563311304,120.3326736405617,0
96.86,79.07,84.76,66.33,56.75,96.5,85.6,10.4,2,5.0,0,81.91499999999999,5.690000000000012,2.03921568627451,0,78.16833333333334,14.383559248901737,80.70238832679469,1
85.96,69.72,78.83,64.77,59.5,10.0,94.05,16.0,3,8.6,1,74.275,9.11,1.8390804597701151,0,62.81166666666667,28.579782656043182,73.07080812781139,1
53.74,80.93,83.77,64.77,87.14,96.8,60.39,16.5,2,8.1,1,82.35,2.839999999999989,2.0121951219512195,0,78.96666666666665,13.844823822160636,146.9420667410991,1
75.71,99.31,49.04,74.9,69.13,39.3,63.2,21.4,2,8.1,0,74.175,-50.27,2.609756097560976,1,65.81333333333333,21.00821521849647,86.92819090388765,2
51.66,85.49,86.83,53.98,75.81,43.5,51.24,19.3,2,5.6,1,86.16,1.3400000000000034,3.3859649122807025,0,66.14166666666667,18.859759719218765,128.0326493741128,2
84.53,51.11,40.36,55.59,68.89,99.4,76.05,15.8,5,8.0,0,45.735,-10.75,1.9506172839506173,1,65.23333333333333,21.018457285601784,77.1718127686423,2
63.58,44.62,87.95,60.36,84.57,47.6,90.82,9.2,7,8.9,0,66.285,43.330000000000005,1.022222222222222,1,69.32000000000001,20.99532995692137,109.02799622522808,1
80.31,83.88,48.6,92.67,81.07,51.4,50.53,9.8,9,7.5,1,66.24,-35.279999999999994,1.2894736842105263,1,68.02499999999999,19.943547076686237,84.70302577512139,2
57.75,94.53,84.06,58.35,92.67,39.2,57.53,9.3,1,8.0,0,89.295,-10.47,1.1481481481481484,0,71.05666666666667,22.567665069002302,123.04184704184703,1
96.33,57.2,52.21,53.51,67.96,89.2,67.04,13.6,3,7.9,0,54.705,-4.990000000000002,1.7,0,64.52,13.810322226508694,66.97809612789369,2
92.44,67.91,98.28,69.61,97.34,69.3,65.84,14.4,1,8.8,0,83.095,30.370000000000005,1.6179775280898876,0,78.04666666666667,15.369168704476722,84.42953988172508,1
89.41,79.85,80.94,50.94,66.53,79.80000000000001,51.18,22.6,9,8.6,0,80.395,1.0900000000000034,2.5977011494252875,0,68.20666666666666,14.30361306337202,76.28527756030272,2
78.78,76.56,46.5,89.15,73.05,3.8,82.08,29.7,9,8.4,0,61.53,-30.06,3.494117647058824,1,61.85666666666666,31.943048487373066,78.51823643902851,2
56.61,91.57,51.75,67.88,54.37,51.7,73.96,26.0,1,6.2,0,71.66,-39.81999999999999,4.126984126984127,0,65.205,15.87285828072562,115.18282988871223,2
77.4,66.55,87.22,86.76,64.79,23.5,82.9,11.7,5,9.0,0,76.88499999999999,20.67,1.2857142857142856,0,68.62,24.22274220644723,88.65633074935401,1
85.56,86.85,89.55,77.4,55.44,13.6,52.48,5.8,4,8.8,1,88.19999999999999,2.700000000000003,0.6516853932584269,0,62.55333333333334,28.59395717046989,73.11048776686926,2
84.2,83.65,97.86,65.55,59.77,1.1,88.99,21.1,8,8.0,1,90.755,14.209999999999994,2.6049382716049387,0,66.15333333333334,34.945690816847026,78.56690419635787,1
69.22,40.26,58.67,64.67,96.88,34.0,64.25,18.0,2,7.8,1,49.465,18.410000000000004,2.278481012658228,1,59.78833333333333,22.213390030940047,86.37436193778291,2
81.12,79.64,81.33,98.87,64.65,50.5,90.64,14.8,1,8.8,1,80.485,1.6899999999999975,1.6629213483146068,0,77.605,17.564972815236576,95.66691321499016,0
87.19,95.02,51.95,94.53,83.66,59.8,65.52,12.1,4,6.5,1,73.485,-43.06999999999999,1.8333333333333333,0,75.08,18.489950784142177,86.11079252207821,1
95.7,67.45,75.52,70.43,59.18,68.8,80.26,29.4,10,8.8,1,71.485,8.069999999999993,3.3033707865168536,0,70.27333333333333,7.217887964402514,73.43086032741203,1
68.71,71.63,75.18,74.18,97.93,87.8,97.0,8.6,8,7.0,0,73.405,3.550000000000012,1.2112676056338028,0,83.95333333333333,11.87192935738192,122.1850288652792,0
62.95,55.71,60.57,64.0,53.42,65.8,76.45,8.4,6,5.5,0,58.14,4.859999999999999,1.5000000000000002,0,62.65833333333333,8.24460409399182,99.53666931427055,2
69.28,97.83,72.67,75.89,70.49,22.1,63.95,25.1,7,7.8,0,85.25,-25.16,3.177215189873418,0,67.155,24.895856482555487,96.93273672055427,1
76.46,69.5,55.46,90.97,52.28,40.0,69.15,14.9,3,5.2,0,62.48,-14.04,2.811320754716981,0,62.89333333333334,17.68103579167993,82.25651756909933,2
57.58,74.4,65.77,53.19,88.95,77.9,70.83,5.8,1,6.9,1,70.08500000000001,-8.63000000000001,0.8285714285714285,0,71.84,12.014298148456284,124.76554359152485,2
67.45,44.87,42.56,77.21,69.65,88.0,75.83,20.4,3,8.1,0,43.715,-2.309999999999995,2.4878048780487805,2,66.35333333333332,18.51905469149726,98.37410427477144,2
74.66,86.97,46.85,57.74,75.36,27.7,59.69,17.5,7,4.3,1,66.91,-40.12,3.977272727272728,1,59.05166666666667,20.8774073262622,79.0941155460309,2
83.86,41.25,71.89,81.57,84.36,45.7,55.2,29.9,7,4.2,1,56.57,30.64,6.953488372093023,1,63.328333333333326,18.507686421232304,75.51673423960568,2
85.3,98.87,65.34,72.77,52.16,99.2,72.45,22.8,1,5.7,0,82.105,-33.53,3.931034482758621,0,76.79833333333333,18.774820815833817,90.03321610003908,1
74.22,86.08,53.97,73.44,69.67,36.3,54.82,29.3,4,4.7,0,70.025,-32.11,6.104166666666667,0,62.38,17.579566547557423,84.04742656965779,2
51.12,94.38,85.56,54.61,96.38,97.7,61.02,15.3,10,8.5,0,89.97,-8.819999999999993,1.7790697674418603,0,81.60833333333333,19.019276975391747,159.6407146583203,1
58.41,70.18,58.84,53.85,63.72,49.0,72.93,28.2,1,7.9,0,64.51,-11.340000000000003,3.525,0,61.42000000000001,9.30296081900811,105.15322718712552,2
62.83,79.37,95.28,67.05,82.77,57.0,59.47,28.7,4,4.6,1,87.325,15.909999999999997,6.106382978723405,0,73.49,14.869102192129828,116.96641731656852,1
95.71,98.67,79.73,74.12,53.11,87.0,60.8,18.1,4,4.8,1,89.2,-18.94,3.693877551020409,0,75.57166666666667,16.77061408138255,78.95900811479122,1
98.44,73.93,63.04,65.41,60.7,7.9,96.4,11.5,1,6.5,1,68.485,-10.890000000000008,1.7424242424242424,0,61.23,29.200469859233436,62.200325071109305,1
63.18,54.71,89.85,97.18,90.19,50.6,71.97,20.4,5,4.6,1,72.28,35.13999999999999,4.340425531914894,0,75.75,19.779084913109607,119.89553656220322,1
67.92,54.8,44.47,62.8,51.3,58.8,82.41,17.3,9,7.3,1,49.635,-10.329999999999998,2.337837837837838,1,59.09666666666667,13.04226156257674,87.00922654102867,2
78.59,53.29,55.94,90.73,99.46,26.5,90.9,18.7,1,8.5,0,54.615,2.6499999999999986,2.1744186046511627,0,69.46999999999998,28.64230018696124,88.39547016159814,1
85.44,69.39,57.47,71.77,71.55,93.5,61.79,6.7,5,6.0,0,63.43,-11.920000000000002,1.098360655737705,0,70.91166666666668,12.470570823609746,82.99586454431962,2
70.5,56.4,52.93,88.97,64.6,42.400000000000006,97.71,22.4,1,6.6,1,54.665,-3.469999999999999,3.343283582089553,0,67.16833333333332,21.664994268789144,95.27423167848698,1
56.32,40.64,86.22,79.9,99.59,64.3,92.56,25.0,8,7.0,0,63.43,45.58,3.5211267605633805,1,77.20166666666667,21.58210223001149,137.07682291666666,0
65.65,57.53,96.16,73.34,81.36,39.900000000000006,50.58,24.0,5,8.5,0,76.845,38.63,2.7906976744186047,0,66.47833333333332,20.922644590650258,101.26174155877123,2
90.88,82.65,82.0,72.56,55.19,10.5,90.88,16.9,3,8.8,1,82.325,-0.6500000000000057,1.8988764044943816,0,65.63,29.636312861083105,72.21610915492958,1
91.4,41.09,55.55,55.23,75.2,9.6,60.71,27.0,10,4.3,0,48.32,14.459999999999994,6.136363636363637,1,49.56333333333333,22.442386385290373,54.22684172137126,2
94.89,46.93,78.2,66.16,54.14,8.8,52.94,8.7,7,8.8,1,62.565,31.270000000000003,0.9775280898876404,1,51.195,23.58162653423211,53.95194435662346,2
86.96,90.9,66.22,53.59,87.91,81.4,97.97,13.0,6,7.0,1,78.56,-24.680000000000007,1.8309859154929575,0,79.665,16.691088340788326,91.61108555657776,0
75.8,46.3,60.45,75.35,94.45,91.5,52.04,14.9,9,5.8,1,53.375,14.150000000000006,2.52542372881356,1,70.015,20.31810891790868,92.36807387862795,2
75.71,89.58,69.15,52.97,77.29,99.5,92.55,12.1,3,7.3,0,79.36500000000001,-20.429999999999996,1.6351351351351353,0,80.17333333333333,17.233897605204305,105.8953022498129,1
59.31,55.06,88.65,80.83,54.51,4.699999999999999,82.2,24.1,9,8.3,0,71.855,33.59,2.869047619047619,0,60.99166666666667,31.15857725677902,102.83538470184904,1
95.36,61.29,67.38,66.18,76.4,62.0,96.73,29.4,6,4.6,0,64.335,6.089999999999996,6.255319148936171,0,71.66333333333334,13.41770273432329,75.150307606264,1
96.87,94.34,53.79,55.83,99.11,59.8,62.77,6.4,2,6.0,0,74.065,-40.55,1.0491803278688523,0,70.94,20.270135668021567,73.23216682151336,2
82.33,63.33,79.34,56.89,86.34,59.8,96.32,22.5,7,4.4,1,71.33500000000001,16.010000000000005,5.0,0,73.67,16.040955083784755,89.48135552046641,1
64.39,99.83,89.13,96.3,92.29,21.4,88.29,23.5,9,7.8,1,94.48,-10.700000000000005,2.9746835443037978,0,81.20666666666666,29.621842391496628,126.11689185691358,0
84.94,55.15,48.16,90.09,51.53,94.5,56.38,15.4,10,4.1,1,51.655,-6.990000000000002,3.6666666666666674,1,65.96833333333333,20.642119480970617,77.66462601051724,2
88.29,78.74,84.69,53.82,91.08,35.8,87.55,14.9,6,4.5,1,81.715,5.950000000000003,3.239130434782609,0,71.94666666666667,22.150611428731864,81.48903235549516,1
67.16,87.1,66.06,50.83,98.52,69.6,80.65,5.1,6,5.3,1,76.58,-21.039999999999992,0.9444444444444444,0,75.46,16.873208349332973,112.35854675402024,1
59.13,75.81,74.04,61.68,99.91,84.2,98.99,27.1,1,5.5,1,74.92500000000001,-1.769999999999996,4.839285714285714,0,82.43833333333335,15.017959137867788,139.41879474603982,0
54.97,66.14,49.59,81.36,90.32,10.4,70.04,11.7,4,7.2,0,57.865,-16.549999999999997,1.6027397260273972,1,61.30833333333333,28.53878372787927,111.5305318052271,2
57.16,81.74,68.9,53.73,64.77,70.7,89.14,11.4,7,6.4,0,75.32,-12.83999999999999,1.7538461538461538,0,71.49666666666666,12.525916599860734,125.08164217401443,1
90.49,97.65,71.76,67.05,96.61,94.6,94.07,27.7,2,4.6,0,84.70500000000001,-25.89,5.893617021276596,0,86.95666666666666,13.738765107048982,96.09533281762258,0
73.57,40.58,97.4,64.31,72.83,88.80000000000001,82.91,17.8,5,9.0,1,68.99000000000001,56.82000000000001,1.956043956043956,1,74.47166666666668,20.282084130253157,101.2255901409089,1
91.76,50.73,91.83,92.97,78.72,84.3,93.01,11.2,7,5.8,1,71.28,41.1,1.8983050847457628,0,81.92666666666666,16.321880610599585,89.28363847718686,0
94.19,98.03,65.18,88.77,50.77,47.0,96.24,26.9,1,5.5,1,81.605,-32.849999999999994,4.803571428571429,0,74.33166666666666,22.96073467175357,78.91672859822344,0
83.01,80.37,43.93,50.6,64.74,95.0,56.33,14.5,4,6.4,1,62.150000000000006,-36.440000000000005,2.230769230769231,1,65.16166666666666,19.300888494229135,78.49857446893948,2
89.73,69.85,76.16,90.73,74.45,17.1,79.24,29.2,4,8.4,1,73.005,6.310000000000002,3.4352941176470586,0,67.92166666666667,25.866481335246714,75.69560533452209,1
92.63,58.29,89.17,65.33,67.18,4.8,69.24,18.9,3,5.1,1,73.73,30.880000000000003,3.634615384615385,0,59.00166666666667,28.49635725257996,63.69606678901725,2
89.88,98.61,53.11,65.5,87.52,63.7,50.89,12.2,1,4.5,0,75.86,-45.5,2.6521739130434785,0,69.88833333333334,19.16148158850632,77.75738021065125,2
55.34,84.94,99.65,75.81,70.78,58.1,61.67,16.6,7,6.8,0,92.295,14.710000000000008,2.405797101449276,0,75.15833333333333,15.414532645093937,135.8119503674256,1
71.67,86.67,99.64,55.99,96.44,3.0,50.1,27.2,8,8.1,1,93.155,12.97,3.317073170731708,0,65.30666666666667,36.89069783382617,91.12134319333984,1
60.86,70.14,87.83,77.43,91.33,51.900000000000006,56.76,19.5,6,6.3,0,78.985,17.689999999999998,3.0468750000000004,0,72.565,16.071929255692982,119.23266513309234,1
78.42,91.8,59.48,76.4,69.5,28.6,59.52,18.0,6,6.5,0,75.64,-32.32,2.7272727272727275,0,64.21666666666667,21.214283552990107,81.8881237779478,2
83.69,89.73,49.57,69.26,80.81,76.6,90.6,12.6,8,4.2,0,69.65,-40.16,2.9302325581395348,1,76.09500000000001,15.291091197164445,90.9248416776198,1
72.47,87.63,58.34,89.97,87.27,26.3,52.03,7.1,5,8.6,0,72.985,-29.289999999999992,0.8160919540229885,0,66.92333333333333,25.766807847823653,92.34625822179292,2
95.73,92.5,76.11,95.01,87.32,5.699999999999999,65.35,25.9,1,5.2,0,84.305,-16.39,4.886792452830188,0,70.33166666666666,33.53957985226808,73.4687837320241,1
66.34,92.24,99.38,60.62,94.28,17.1,60.08,13.0,2,6.4,1,95.81,7.140000000000001,2.0,0,70.61666666666666,31.400125902083044,106.44658828258466,1
84.16,71.04,44.68,66.72,52.12,29.4,94.36,8.3,5,8.2,1,57.86,-26.360000000000007,1.0000000000000002,1,59.72,22.71711249256824,70.96007604562737,2
74.08,54.51,55.94,60.83,61.69,12.3,55.92,10.7,7,5.4,1,55.225,1.4299999999999995,1.945454545454545,0,50.19833333333333,18.791855061878977,67.7623290136789,2
51.54,55.17,52.99,91.89,62.18,5.5,79.24,13.7,10,6.6,1,54.08,-2.18,2.044776119402985,0,57.82833333333334,29.686105447947643,112.20087957573408,2
83.6,92.58,83.85,61.73,65.42,85.9,87.67,12.4,5,5.3,1,88.215,-8.730000000000004,2.2962962962962967,0,79.525,12.741533267232796,95.1255980861244,0
86.34,70.3,65.6,84.3,88.75,48.6,73.2,21.7,9,5.9,1,67.94999999999999,-4.700000000000003,3.6166666666666663,0,71.79166666666667,14.313923873860258,83.14994981082542,1
71.45,55.89,88.68,68.65,74.13,60.6,99.38,24.6,7,7.1,1,72.285,32.790000000000006,3.4166666666666674,0,74.555,16.69712639947365,104.34569629111267,0
60.77,98.69,45.5,57.71,53.39,94.8,55.16,28.5,6,6.1,0,72.095,-53.19,4.596774193548388,1,67.54166666666667,23.018720569716,111.14310789314904,2
71.67,71.48,85.65,56.01,84.72,54.900000000000006,79.36,18.8,5,8.6,0,78.565,14.170000000000002,2.160919540229885,0,72.02,13.788753388178351,100.48834937909864,1
60.51,90.64,92.57,95.59,78.26,36.2,96.99,13.0,8,4.3,0,91.605,1.9299999999999928,2.954545454545455,0,81.70833333333333,23.267487545213527,135.0327769514681,0
61.69,84.14,83.12,77.26,59.29,69.7,98.12,28.7,5,5.7,0,83.63,-1.019999999999996,4.948275862068965,0,78.605,13.311904071168785,127.41935483870968,0
88.95,63.78,90.13,84.27,98.78,96.1,75.98,16.7,1,5.9,0,76.955,26.349999999999994,2.783333333333333,0,84.84000000000002,13.201843810619785,95.37942664418212,0
94.48,81.95,67.17,82.78,62.67,15.3,66.58,6.7,8,8.3,0,74.56,-14.78,0.7976190476190476,0,62.74166666666667,24.720658095339346,66.40735252610781,2
61.0,88.65,87.82,62.77,73.94,46.1,96.79,7.9,2,6.6,0,88.235,-0.8300000000000125,1.1791044776119404,0,76.01166666666667,19.001287763377164,124.60928961748635,0
59.83,89.45,59.42,83.88,53.35,26.3,89.69,9.0,1,4.1,0,74.435,-30.03,2.1428571428571432,0,67.015,25.314187919030704,112.0090255724553,1
79.0,85.56,52.9,88.85,88.39,56.1,99.58,19.9,1,8.0,0,69.23,-32.660000000000004,2.45679012345679,0,78.56333333333333,19.267799736001685,99.44725738396625,0
62.72,86.41,53.97,83.34,79.55,37.0,93.99,16.5,7,8.2,0,70.19,-32.44,1.987951807228916,0,72.37666666666667,22.02741897423905,115.39647108843538,1
73.22,51.17,49.26,78.78,74.69,92.9,95.84,6.8,9,4.7,1,50.215,-1.910000000000004,1.4166666666666667,1,73.77333333333333,19.952384986929925,100.75571337521625,1
83.98,54.06,61.51,88.25,57.61,44.400000000000006,50.44,16.3,3,6.7,0,57.785,7.449999999999996,2.397058823529412,0,59.37833333333334,15.321704104526578,70.705326665079,2
96.3,76.69,49.75,73.14,51.84,62.7,54.63,27.3,7,6.7,0,63.22,-26.94,4.014705882352941,1,61.458333333333336,11.36864357197756,63.81966078227761,2
90.65,49.07,88.92,80.33,65.05,92.2,71.28,8.2,7,5.0,0,68.995,39.85,1.607843137254902,1,74.47500000000001,16.13423286059799,82.15664644236072,1
70.01,64.57,52.49,83.37,73.91,77.30000000000001,96.5,12.2,5,6.9,0,58.53,-12.079999999999991,1.7428571428571429,0,74.69000000000001,15.190084924054904,106.68475932009714,1
55.58,91.78,57.0,79.0,55.96,59.5,61.07,10.7,4,6.0,1,74.39,-34.78,1.7540983606557377,0,67.385,14.63185258263628,121.23965455199712,2
59.25,61.22,60.86,88.57,84.35,79.6,78.32,25.7,4,7.2,1,61.04,-0.3599999999999994,3.5205479452054798,0,75.48666666666666,11.765685133755136,127.40365682137832,1
93.66,73.11,52.34,69.86,56.45,47.8,94.69,22.3,2,6.6,1,62.725,-20.77,3.3283582089552244,0,65.70833333333333,17.30373071527255,70.15623887821197,1
62.39,95.9,58.37,60.73,67.39,66.6,86.42,14.4,1,4.5,0,77.135,-37.53000000000001,3.130434782608696,0,72.56833333333334,15.102385793862728,116.31404605438908,1
50.61,74.13,41.6,59.16,62.23,86.6,63.74,14.1,5,5.7,0,57.865,-32.529999999999994,2.431034482758621,1,64.57666666666667,15.098130568605724,127.59665415267077,2
55.51,95.39,55.6,79.16,57.51,88.80000000000001,52.38,22.1,1,6.4,1,75.495,-39.79,3.4000000000000004,0,71.47333333333334,18.669750578587458,128.75758121659766,2
88.59,65.06,82.46,69.92,82.86,25.7,80.61,17.9,1,5.2,1,73.75999999999999,17.39999999999999,3.3773584905660377,0,67.76833333333333,21.864223212057333,76.49659480001505,1
96.57,68.06,43.74,50.11,82.33,59.7,64.93,20.5,3,4.1,1,55.900000000000006,-24.32,4.880952380952381,1,61.47833333333333,13.689954589649547,63.66193779986884,2
88.83,76.59,64.33,74.29,84.17,53.4,67.54,8.9,10,4.3,0,70.46000000000001,-12.260000000000003,2.022727272727273,0,70.05333333333334,10.73652209361424,78.86224623813277,1
85.29,90.16,74.64,58.87,65.69,94.6,83.61,29.2,2,7.5,0,82.4,-15.519999999999996,3.842105263157895,0,77.92833333333334,14.02604351435809,91.36866377457302,1
91.47,70.04,84.93,67.51,77.43,65.8,93.31,20.8,3,7.5,1,77.48500000000001,14.89,2.736842105263158,0,76.50333333333334,10.87701736077803,83.6376225356219,0
99.3,73.4,96.99,56.21,60.3,78.1,86.95,27.4,8,5.0,1,85.195,23.58999999999999,5.372549019607844,0,75.325,15.537393282014843,75.85599194360525,1
58.46,99.33,59.96,94.53,50.79,7.7,71.93,22.9,2,4.2,1,79.645,-39.37,5.325581395348837,0,64.04,33.47739774833163,109.5449880260007,1
94.15,76.47,89.04,88.23,72.58,97.0,95.8,14.4,5,5.2,0,82.755,12.570000000000007,2.716981132075472,0,86.52,10.005492491626788,91.89591078066914,0
54.48,65.0,89.43,85.84,55.03,85.1,90.69,16.7,3,7.5,0,77.215,24.430000000000007,2.1973684210526314,0,78.515,14.82286173449648,144.11710719530103,0
81.53,95.81,98.61,81.77,53.43,71.6,73.35,8.9,10,5.0,0,97.21,2.799999999999997,1.7450980392156863,0,79.09500000000001,16.82411572713407,97.01336931190974,0
89.51,91.13,83.76,78.54,66.84,99.4,72.82,28.6,8,4.9,0,87.445,-7.36999999999999,5.720000000000001,0,82.08166666666666,11.960301696306272,91.70111346963095,1
66.36,74.79,53.49,90.83,54.28,93.6,60.45,12.7,10,4.4,0,64.14,-21.300000000000004,2.822222222222222,0,71.24,17.974806813982728,107.35382760699216,2
77.65,47.49,81.85,98.39,86.44,96.1,58.16,12.7,5,7.2,0,64.67,34.35999999999999,1.73972602739726,1,78.07166666666666,20.755110615621074,100.54303498604848,1
54.85,98.03,60.13,54.86,59.21,7.199999999999999,69.35,6.9,9,7.3,0,79.08,-37.9,0.9324324324324326,0,58.13,29.419798095840157,105.9799453053783,2
77.84,83.41,64.84,60.38,71.0,33.7,71.37,16.3,10,5.0,1,74.125,-18.569999999999997,3.196078431372549,0,64.11666666666666,16.804066968048733,82.3698184309695,2
97.54,82.27,53.32,77.62,98.87,60.8,61.05,25.6,2,7.3,1,67.795,-28.95,3.45945945945946,0,72.32166666666667,17.04534120123932,74.14564964800766,2
67.62,87.53,76.5,83.39,73.04,19.9,74.93,12.1,1,4.4,1,82.015,-11.03,2.6888888888888887,0,69.215,24.77378513671256,102.35876959479444,1
51.25,94.32,89.37,97.59,93.04,99.4,82.29,7.6,3,4.9,0,91.845,-4.949999999999989,1.52,0,92.66833333333334,6.180502946093194,180.81626016260165,0
